product_id,name,brand,price,barcode,item_number,quantity_in_stock,description,unit_size,category_id,discount 
107,Vicks VapoRub Lemon Scent Nasal Decongestant Ointment,vicks,0,56100300687,0,1,,100g,10,Yes
108,Vicks VapoRub for Children ,vicks,0,56100080312,0,1,,50g,10,Yes
109,"Vicks VapoRub Nasal Decongestant Cough Suppressant Ointment, Lavender Scent, 50g",vicks,0,56100080404,0,1,,50g,10,Yes
110,"Vicks VBR-5FPC Vapopads Refill Pads, 10 pads",vicks,0,328785105056,0,1,,10pads,10,Yes
111,Vicks Portable Steam Inhaler,vicks,0,328785401004,0,1,,1,10,Yes
112,"Betadine Cold Defence Nasal Spray, Betadine Cold Defence Nasal Spray 20ML",betadine,0,60025429095,0,1,,20ml,10,Yes
113,"BETADINE® Sore Throat Gargle, Sore Throat Gargle 240ml",betadine,0,60025427121,0,1,,240ml,10,Yes
114,Dristan - Long Lasting Nasal Spray 15ml,dristan,0,850024431041,0,1,,15ml,10,Yes
115,Drixoral No Drip Extra Moisturizing - 15ml,drixoral,0,56219830150,0,1,,15ml,10,Yes
116,"Otrivin Medicated Cold & Allergy Relief with Moisturizers, Measured Dose Mist, 20ml",otrivin,0,58478460642,0,1,,20ml,10,Yes
117,"Otrivin Medicated Cold & Allergy Relief Nasal Decongestant, 30ml Mist Spray",otrivin,0,58478460680,0,1,,30ml,10,Yes
118,"Otrivin Complete Medicated Cold & Allergy Relief Nasal Decongestant, 20ml Measured dose Mist",otrivin,0,58478106854,0,1,,20ml,10,Yes
119,Rhinaris Nasal Mist 30mL,rhinaris,0,57606223029,0,1,,30ml,10,Yes
120,"Rhinaris Nozoil Nasal Spray 10ml, Moisturizes and Lubricates",rhrinaris,0,57606015198,0,1,,10ml,10,Yes
121,Rhinaris Hypertonic Spray - Nasal Congestion -100ml,rhinaris,0,625972020339,0,1,,100ml,10,Yes
122,Salinex - Nasal Spray Saline For Adults,salinex,0,57513076305,0,1,,30ml,10,Yes
123,Salinex Children’s Nasal Spray 30mL,salinex,0,57513076404,0,1,,30ml,10,Yes
124,"Nasal Drops, Saline Solution Infants/Children 30mL",Salinex,0,57513076602,0,1,,30ml,10,Yes
125,"Lubricating Nasal Gel 30G, Secaris, For the temporary relief of dryness and irritation within the nose, and for the relief of stuffiness and sneezing.",Secaris,0,57606101303,0,1,,30g,10,Yes
126,Aspercreme Extra Strength Arthritis Relieving Cream,Aspercreme,0,57990063669,0,1,,106g,12,Yes
127,Lakota Back Pain Roll-on Pain Reliever Liquid,Lakota,0,697989000505,0,1,,88g,12,Yes
128,"BIOFREEZE ROLL-ON, FOR ARTHRITIS, BACK PAIN, SORE MUSCLES AND JOINTS",Biofreeze,0,731124000729,0,1,,74ml,12,Yes
129,Biofreeze Cold Therapy Pain Relief Gel ,Biofreeze,0,731124000712,0,1,,89ml,12,Yes
130,BIOFREEZE COLD THERAPY SPRAY ,Biofreeze,0,731124000736,0,1,,89ml,12,Yes
131,"Deep Relief Ice Gel, Muscle and Joint Pain Relief, Reduces Inflammation - Ice Pain Relief Gel",Deepfreeze,0,57521004512,0,1,,255g,12,Yes
132,"Deep Relief Ice Gel, Muscle and Joint Pain Relief, Reduces Inflammation - Ice Pain Relief Gel",Deepfreeze,0,57521004543,0,1,,500g,12,Yes
133,Deep Relief Maximum Strength Heat Rub ,Deep Relief,0,57521000293,0,1,,100g,12,Yes
134,"Deep Relief Regular Strength Warming Heat Pain Relief Patch, Soothe Aching Muscles ",Deep Relief,0,57521009609,0,1,,6 patches,12,Yes
135,HO ExtraS. Muscle and back pain relief,Health One,0,66000021056,0,1,,18,12,Yes
136,HO Muscle and back pain relief Ibyuprofen + methocarbamol ,Health One,0,66000021049,0,1,,18,12,Yes
137,"Icy Hot Extra Strength Pain Relieving Cream for Back, Knee, and Joint Pain Relief - Suitable for Discomfort Caused by Sciatica, Arthritis, and Neck Pain - Fast and Effective on Sprains and Strains",Icy Hot,0,69260046456,0,1,,85g,12,Yes
138,"Icy Hot No Mess Applicator - Fast, Effective Pain Relief - Quick Drying - for Muscles & Joints - Relieves Minor Pain Associated with Arthritis, Backache, Strains & Sprains, Icy Hot No Mess Applicator ",Icy Hot,0,57990063652,0,1,,73ml,12,Yes
139,MYOFLEX EXTRA STRENGTH CREAM 15% ,MyoFlex,0,825422000052,0,1,,100g,12,Yes
140,Salonpas Pain Relieving Patch Large,Salonpas,0,4987188507278,0,1,,4,12,Yes
141,SALONPAS PAIN RELIEVING PATCH ,Salonpas,0,4987188505045,0,1,,20,12,Yes
142,VOLTAREN Emulgel Back & Muscle Pain,Voltaren,0,60815057224,0,1,,100g,12,Yes
143,Voltaren Emulgel 12H Extra Strength ,Voltaren,0,58478110943,0,1,,100g,12,Yes
144,Voltaren Emulgel Joint Pain Extra Strength,Voltaren,0,60815057248,0,1,,100g,12,Yes
145,"Voltaren Emulgel Regular Strength Joint Pain, Topical Pain Relief Cream",Voltaren,0,58478107653,0,1,,120g,12,Yes
146,ZOSTRIX CR 0.025%CREAM ,Zostrix,0,60752000338,0,1,,30g,12,Yes
147,Anusol Multi-Symptom Hemorrhoid Pain Relief Ointment,Anusol,0,58738999325,0,1,,30g,13,Yes
148,Anusol Multi-Symptom Hemorrhoid Pain Relief Suppositories,Anusol,0,58738999363,0,1,,24g,13,Yes
149,Anti nausea ,Health One,0,66000020899,0,1,,10 ct,13,Yes
150,anti nausea ,Health One,0,66000020905,0,1,,30 ct,13,Yes
151,Gravol Quick Dissolve Chewable Tablets ,Gravol,0,58738326114,0,1,,8 ct,13,Yes
152,Gravol Taste Free Liquid Gel ,Gravol,0,58738327029,0,1,,8 ct,13,Yes
153,Gravol ~ Dimenhydrinate 50mg ,Gravol,0,58738325513,0,1,,10 ct,13,Yes
154,GRAVOL Kids Comfort-Shaped Suppositories 25mg,Gravol,0,58738325919,0,1,,10 ct,13,Yes
155,Kids Gravol Liquid Nausea Relief Fruit Flavor,Gravol,0,58738325438,0,1,,75 ml,13,Yes
156,"Gravol Ginger - Nausea and upset stomach relief with Organic ginger extract - Non-drowsy, Taste-free and Easy to swallow - ",Gravol,0,58738326633,0,1,,20 ct,13,Yes
157,Gravol Ginger Multi-Symptom Cold and Fever Tablets with Willowbark,Gravol,0,58738326732,0,1,,20 ct,13,Yes
158,Gaviscon Nausea Natural Ginger Capsules ,Gaviscon,0,42037000936,0,1,,18 ct,13,Yes
159,SEA-BAND ANTI-NAUSEA WRISTBAND - ADULT,Sea Band,0,872798002913,0,1,,1 ct,13,Yes
160,SEA-BAND ANTI-NAUSEA WRISTBAND - CHILD,Sea Band,0,872798002920,0,1,,1 ct,13,Yes
161,Sleep-eze Extra Strength Gelcaps Nighttime Sleep Aid,Sleep Eze,0,75137017207,0,1,,20 ct,14,Yes
162,Sleep-eze D Extra Strength ,Sleep Eze,0,75137017405,0,1,,10 ct,14,Yes
163,Webbers - Melatonin 1 mg Quick Dissolve Sublingual Tablets,Webbers,0,625273036046,0,1,,90 ct,14,Yes
164,Webbers Naturals Melatonin 3 mg ,Webbers,0,625273038255,0,1,,180 ct,14,Yes
165,Webbers - Melatonin Maximum Strength Quick Dissolve 10 mg,Webbers,0,625273038279,0,1,,60 ct,14,Yes
166,Jamieson - Melatonin Maximum Strength,Jamieson,0,625273038279,0,1,,72 ct,14,Yes
167,Jamieson - Melatonin 3 mg - Unflavoured Fast Dissolving Tablets ,Jamieson,0,64642059000,0,1,,100 ct,14,Yes
168,Jamieson Melatonin 5 mg Extra Strength - Chocolate Mint Flavour Fast Dissolving Tablets,Jamieson,0,64642062123,0,1,,100 ct,14,Yes
169,Jamieson Melatonin 10 mg Max Strength - Peppermint Flavour Fast Dissolving Tablets ,Jamieson,0,64642077103,0,1,,60 ct,14,Yes
170,"Melatonin Gummies 10 mg, Cherry Pomegranate",Webbers,0,625273036879,0,1,,60 ct,14,Yes
171,Bacitin,Bacitin,0,57606490841,0,1,,30g,15,Yes
172,Barriere Cream,Barriere,10.99,365197326013,0,1,,100g,15,Yes
173,Sandoz Hydrocortisone,Sandoz,0,57513218637,0,1,,30g,15,Yes
174,Sandoz Hydrocortisone,Sandoz,0,622082282695,0,1,,23g,15,Yes
175,OZONOL ANTIBIOTIC PLUS OINTMENT ,Ozonol,0,825422000014,0,1,,30g,15,Yes
176,OZONOL OINTMENT,Ozonol,0,825422000038,0,1,,60g,15,Yes
177,"Polysporin Complete Antibiotic Ointment, Heal-Fast Formula,",Polysporin,0,62600252173,0,1,,15g,15,Yes
178,"Polysporin Original Antibiotic Ointment,",Polysporin,0,62600252234,0,1,,15g,15,Yes
179,"Band-Aid® Brand Flexible Fabric Adhesive Bandages, Light Brown Skin Tone (BR45), Assorted Sizes",Band Aid,0,62600404244,0,1,,30 Patches,17,Yes
180,Band-Aid Band-Aid Flexible Fabric Adhesive Bandages Knuckle Fingertip,Band Aid,0,381370044529,0,1,,20 Patches,17,Yes
181,"Band-Aid Brand Adhesive Bandages with Polysporin Antibiotic Ointment, Pack of Assorted Sizes, for Wound Care and First Aid",Polysporin,0,62600123411,0,1,,20 Patches,17,Yes
182,"Adhesive Bandages for Kids, Marvel Spiderman",Band Aid,0,381371162833,0,1,,20 Patches,17,Yes
183,"Band-Aid Brand Adhesive Bandages for Cuts and Scrapes, Skin-Flex, Assorted Sizes Value Pack, Small, Regular, Large,",Band Aid,0,62600253781,0,1,,60 Patches,17,Yes
184,BANDAID WATERBLOCK FLEX XL ,Band Aid,0,62600476630,0,1,,7 Patches,17,Yes
185,Band-Aid Brand Water Block Flex Adhesive Bandage - Self Adhesive Wound Care Skin Dressing - Extra Large,Band Aid,0,62600476647,0,1,,7 Patches,17,Yes
186,"BAND-AID® Brand WATER BLOCK® TOUGH-STRIPS® Extra Large, Adhesive Bandages for Wound Care, Heavy duty Protection for Minor Cuts and Scrapes",Band Aid,0,62600062222,0,1,,10 Patches,17,Yes
187,"Nexcare™ Tegaderm™ Waterproof Transparent Dressing, 400W, Nexcare",3m,0,51131222137,0,1,,6 Patches,17,Yes
188,Nexcare™ Steri-Strip™ Skin Closures,3m,0,638060922248,0,1,,18 Patches,17,Yes
189,"Nexcare™ Gentle Removal Eye Patch KRR-14-CA, Regular",3m,0,51131217294,0,1,,14 Patches,17,Yes
190,"Nexcare™ Opticlude™ Eye Patch 1539-CA, Regular",3m,0,51119000238,0,1,,20 Patches,17,Yes
191,"Band-Aid Brand CUSHION-CARE™ Gauze Pads sterile ideal for Minor Cuts, Scrapes & Burns, Non-Adhesive & Individually-Wrapped Wound Care Dressing Pads, Small Size, 2 inches x 2 inches, 25 Count",Band Aid,0,62600963529,0,1,,25 Patches,17,Yes
192,Paramedic Canada Abdominal Pads 8'' X 10',Paramedic,0,620278011616,0,1,,2 Patches,17,Yes
193,Band-aid First Aid Rolled Gauze,Band Aid,0,62600125347,0,1,,1 Patches,17,Yes
194,"Band Aid Brand Flexible Secure Sterile Gauze Roll and Dressing for Minor Wound Care, Soft Padding and Instant Absorption, Large, 10 Centimeters by 4.5 Metres, 1 Count, 1 Sterile Roll, Large",Band Aid,0,62600125361,0,1,,1 Patches,17,Yes
195,Non stick 10piece 2X3,Health One,0,627980500506,0,1,,10 Patches,17,Yes
196, self-cling gauze 2.99 Small,Health One,0,627980500520,0,1,,1 roll,17,Yes
197,non stick 10 piece 3X4,Health One,0,627980500490,0,1,,10 Patches,17,Yes
198, self-cling gauze 2.99 Medium,Health One,0,627980500537,0,1,,1 roll,17,Yes
199, self-cling gauze 2.99 Large,Health One,0,627980500544,0,1,,1 roll,17,Yes
200,Nexcare™ Soft & Stretch Tape,3m,0,51131222519,0,1,,1 roll,17,Yes
201,Nexcare™ Flexible Clear First Aid Tape Dispenser,3m,0,51131222670,0,1,,1 roll,17,Yes
202,Primapore 20cm x 10cm ,Primapore,0,5000223420291,0,1,,20 patches,17,Yes
203,MEPORE PRO 9 x 25 cm Waterproof Self Adhesive Bandage ,Mepore,0,7323190253197,0,1,,30 Patches,17,Yes
204,Sodium chloride irrigation 500 ml,MPCP,0,853697005274,0,1,,500 ml,17,Yes
205,alcool isopropylique 70% 450ml,MPCP,0,85412676654,0,1,,450 ml,17,Yes
206,Betadine ,Betadine ,0,808405005763,0,1,,500 ml,17,Yes
207,Betadine ,Betadine ,0,60025086175,0,1,,500 ml,17,Yes
208,Rougier Hydrogen Peroxde 3% 10 Volume Usp ,Rougier,0,58739978473,0,1,,300 ml,17,Yes
209,"Align Probiotic, daily probiotic supplement for digestive care",Align,0,56100078722,0,1,,14 ct,22,Yes
210,Almagel,Almagel,0,68625179433,0,1,,30 g,22,Yes
211,Alpha-Galactosidase Enzyme ,Beano,0,42037103057,0,1,,30 ct,22,Yes
212,"Citro Mag Laxatif/Purgatif, Citro-Mag is a laxative/purgative used to treat constipation ",Rougier Pharma,0,58739701750,0,1,,300ml,22,Yes
213,"Citro Mag Laxatif/Purgatif, Citro-Mag is a laxative/purgative used to treat constipation 300ml",Rougier Pharma,0,58739979203,0,1,,300ml,22,Yes
214,"Glycerin Suppositories - Adult | Gentle Fast Acting Relief of Occasional Constipation, 12 Suppositories",Colace,0,664985010012,0,1,,12 ct,22,Yes
215,Original Glycerin Suppositories For Infants And Children 12 suppositories,Colace,0,664985010043,0,1,,12 ct,22,Yes
216, Docusate Sodium Stool Softener Solution – Syrup 4 Mg/ml 250 ml,colace,0,664985010142,0,1,,250 ml,22,Yes
217,"Bisacodyl – Stimulates the Bowels – Occasional Constipation Relief for Adults in 6-12 Hours - Suitable for Children Over 6 Years & Older, Adults and Breastfeeding Women",Dulcolax,0,57990062969,0,1,,30 ct,22,Yes
218,Dulcolax Laxative 5mg 30 Tablets,Dulcolax,0,57990062990,0,1,,30 ct,22,Yes
219,"Bisacodyl Active Ingredient - Effective Relief of Occasional Constipation - Relief Within 15-60 Minutes - Suitable for Children 12 Years & Older, Adults and Breastfeeding Women, 10mg Suppositories",Dulcolax,0,57990062952,0,1,,3 ct,22,Yes
220,Antacid Effervescing Powder,eno,0,60815007281,0,1,,200g,22,Yes
221,Saline ENEMA SODIUM PHOSPHATE SALINE 130ML,Fleet,0,301320000191,0,1,,130ml,22,Yes
222,Saline ENEMA MINERAL OIL 130ML,Fleet,0,301320000184,0,1,,130ml,22,Yes
223,Gas-x Ultra Strength Softgels,GasX,0,58478103471,0,1,,130 ct,22,Yes
224,"Gas-X Ultra Strength Fast Gas Relief Soft Gels, 45 soft gels",GasX,0,58478103488,0,1,,45 ct,22,Yes
225,"Iberogast 100ml, 100ml",Iberogast,0,56500370563,0,1,,100ml,22,Yes
226,"Lactaid Extra Strength Tablets, 40 Count",Lactaid,0,62600143273,0,1,,40 ct,22,Yes
227,"Lacteeze Drops for Milk, Treats up to 75 litres",Lacteeze,0,628467006207,0,1,,15 g,22,Yes
228,"Lactaid Fast Acting Caplets - Lactose Enzyme Break Down - Gas, Bloating or Diarrhea - Milk & Dairy ",Lactaid,0,64541318857,0,1,,40 ct,22,Yes
229,Lax-A-Fiber - Suitable those for lack dietary fibre,LAX-A FIBER,0,625972020292,0,1,,336 g,22,Yes
230,Lax-Nema - Sodium Phosphates Enema Immediate relief Acts within minutes,LAX-A-NEMA,0,625972020193,0,1,,130 ml,22,Yes
231,Teva loperamide,Teva,0,68510234124,0,1,,30 ct,22,Yes
232,"Metamucil - 3 in 1 MultiHealth Fibre! Fiber Supplement Powder, Orange",Metamucil,0,56100046561,0,1,,575 g,22,Yes
233,"Metamucil - MultiHealth Fibre! Sugar-Free Fiber Suplement Powder, Orange",Metamucil,0,37000308577,0,1,,425 g,22,Yes
234,Nexium 24 Hour Acid Reducer ,Nexium,0,62107072007,0,1,,14 ct,22,Yes
235,"Pepto Bismol Caplets for Nausea, Heartburn, Indigestion, Upset Stomach, and Diarrhea, ",Pepto Bismol,0,56100082101,0,1,,24 ct,22,Yes
236,"pepto Bismol Liquid for Nausea, Heartburn, Indigestion, Upset Stomach, and Diarrhea Relief, Original Flavor",Pepto Bismol,0,56100008729,0,1,,480 ml,22,Yes
237,"Phillips Phillips Milk Of Magnesia Mint, Constipation Relief, Cramp Free, Stimulant-free, Saline Laxative",Phillips,0,56500602114,0,1,,350 ml,22,Yes
238,Relaxa laxative powder sachets 30 sacs,Relaxa,0,665982000129,0,1,,30 ct,22,Yes
239,"Restoralax Restoralax Powder Laxative, Effective Relief, No Taste, No Grit, No Gas, No Bloating, No Cramps, Convenient 10 Single Dose Sachets 10.0 Pk",Resotralax,0,56219823916,0,1,,10 ct,22,Yes
